"","Date","bitcoin_price","bitcoin_ma5","bitcoin_ma30","bitcoin_ma180","bitcoin_perdict","bitcoin_perdict_ma5","bitcoin_perdict_ma30","bitcoin_perdict_ma180","gold_price","gold_ma5","gold_ma30","gold_ma180","gold_perdict","gold_perdict_ma5","gold_perdict_ma30","gold_perdict_ma180"
"397","2017/10/12",4822.17,5145.4362134,5117.89895216667,7251.61580712222,1498.65,1498.65,1498.65,2003.49444444444,1290.25,1294.76,1281.42333333333,1286.28083333333,1267.6,1267.6,1267.6,1267.45555555556
"398","2017/10/13",5563.806567,5354.1782134,5170.3892155,7314.04802045556,1498.65,1498.65,1498.65,2025.62222222222,1299.6,1293.43,1280.50333333333,1286.58555555556,1267.6,1267.6,1267.6,1267.43333333333
"399","2017/10/14",5739.438733,5532.5222334,5235.78452726667,7380.61284101111,1498.65,1498.65,1498.65,2045.13333333333,NA,NA,NA,NA,NA,NA,NA,NA
"400","2017/10/15",5825.99,5688.8308214,5301.52519393333,7446.61411878889,1498.65,1498.65,1498.65,2063.87777777778,NA,NA,NA,NA,NA,NA,NA,NA
"401","2017/10/16",5711.205867,5695.001508,5369.1226006,7510.6852174,1498.65,1498.65,1498.65,2085.51666666667,1303.3,1291.62,1279.75666666667,1286.9575,1267.6,1267.6,1267.6,1267.41111111111
"402","2017/10/17",5603.71294,5692.6404614,5445.0700317,7575.94871906667,1498.65,1498.65,1498.65,2106.97777777778,1284.75,1290.85,1278.94166666667,1287.28722222222,1267.6,1267.6,1267.6,1267.38888888889
"403","2017/10/18",5594.66,5723.3344294,5523.6670317,7638.66499684444,1498.65,1498.65,1498.65,2126.57222222222,1280.2,1287.17,1278.99,1287.5975,1267.6,1267.6,1267.6,1267.36666666667
"404","2017/10/19",5727.6335,5778.381256,5622.75186703333,7685.52472632778,1498.65,1498.65,1498.65,2147.05,1286.4,1281.49,1279.03833333333,1287.77666666667,1267.6,1267.6,1267.6,1267.33888888889
"405","2017/10/20",5979.45984,5854.275578,5726.0415776,7732.9570234,1498.65,1498.65,1498.65,2166.15,1281.2,1279.83,1279.07833333333,1288.15305555556,1267.6,1267.6,1267.6,1267.31111111111
"406","2017/10/21",5986.44,5910.5595514,5827.62191093333,7779.34207895556,1498.65,1498.65,1498.65,2184.85555555556,NA,NA,NA,NA,NA,NA,NA,NA
"407","2017/10/22",5983.18455,5945.1508514,5914.71791093333,7836.00303618333,1498.65,1498.65,1498.65,2204.72222222222,NA,NA,NA,NA,NA,NA,NA,NA
"408","2017/10/23",5876.079867,5883.18339,5997.71278926667,7885.69320331111,1498.65,1498.65,1498.65,2226.43888888889,1274.9,1278.79,1279.22,1288.51416666667,1267.6,1267.6,1267.6,1267.27777777778
"409","2017/10/24",5900.59,5864.5230734,6081.8121226,7935.41053664444,1498.65,1498.65,1498.65,2246.31666666667,1276.45,1276.26,1279.33166666667,1288.97666666667,1267.6,1267.6,1267.6,1267.23888888889
"410","2017/10/25",5669.622533,5845.8501634,6161.0040246,7983.05186442222,1498.65,1498.65,1498.65,2265.06666666667,1275,1273.31,1279.59666666667,1289.46111111111,1267.6,1267.6,1267.6,1267.19444444444
"411","2017/10/26",5893.138417,5825.97358,6224.33442736667,8030.27754079444,1498.65,1498.65,1498.65,2285.47222222222,1273.75,1272.73,1279.78,1289.89722222222,1267.6,1267.6,1267.6,1267.15
"412","2017/10/27",5889.82,5876.942384,6282.56942736667,8078.09548523889,1498.65,1498.65,1498.65,2306.69444444444,1266.45,1271.47,1280.53166666667,1290.285,1267.6,1267.6,1267.6,1267.10555555556
"413","2017/10/28",5776.69695,5970.3158774,6287.65259456667,8123.78359403333,1498.65,1498.65,1498.65,2326.68888888889,NA,NA,NA,NA,NA,NA,NA,NA
"414","2017/10/29",6155.43402,6069.4172274,6314.6788879,8171.88551071667,1498.65,1498.65,1498.65,2346.10555555556,NA,NA,NA,NA,NA,NA,NA,NA
"415","2017/10/30",6136.49,6224.514564,6336.93355456667,8219.48812182778,1498.65,1498.65,1498.65,2367.21666666667,1272,1271.88,1280.78,1290.6375,1267.6,1267.6,1267.6,1267.06111111111
"416","2017/10/31",6388.645167,6419.571174,6389.941023,8266.81601636667,1498.65,1498.65,1498.65,2388.71666666667,1270.15,1272.97,1280.51,1291.06805555556,1267.6,1267.6,1267.6,1267.01111111111
"417","2017/11/1",6665.306683,6628.028382,6463.651615,8307.87126055,1498.65,1498.65,1498.65,2408.73333333333,1277.05,1273.12,1280.43333333333,1291.47916666667,1267.6,1267.6,1267.6,1266.96111111111
"418","2017/11/2",6751.98,6888.2390454,6539.45528166667,8348.38526055,1498.65,1498.65,1498.65,2428.03888888889,1279.2,1272.9,1280.43666666667,1291.87222222222,1267.6,1267.6,1267.6,1266.91111111111
"419","2017/11/3",7197.72006,7083.708012,6609.1055111,8380.96939008333,1498.65,1498.65,1498.65,2448.60555555556,1267.2,1273.99,1280.13333333333,1292.24222222222,1267.6,1267.6,1267.6,1266.86111111111
"420","2017/11/4",7437.543317,7148.4610088,6676.71198533333,8412.35460749444,1498.65,1498.65,1498.65,2468.84444444444,NA,NA,NA,NA,NA,NA,NA,NA
"421","2017/11/5",7365.99,7216.4904554,6745.48798533333,8443.70199638333,1498.65,1498.65,1498.65,2488.06111111111,NA,NA,NA,NA,NA,NA,NA,NA
"422","2017/11/6",6989.071667,7202.6744434,6814.70850033333,8471.16462971667,1498.65,1498.65,1498.65,2507.83888888889,1270.9,1275.38,1279.85333333333,1292.63194444444,1267.6,1267.6,1267.6,1266.80555555556
"423","2017/11/7",7092.127233,7146.773192,6894.4403381,8490.50624277222,1498.65,1498.65,1498.65,2528.28888888889,1275.6,1276.5,1280.09,1293.08611111111,1267.6,1267.6,1267.6,1266.75
"424","2017/11/8",7128.64,7017.454762,6972.3113381,8510.42390943889,1498.65,1498.65,1504.61666666667,2546.63333333333,1284,1279.92,1280.21166666667,1293.62833333333,1267.6,1267.6,1267.6,1266.69444444444
"425","2017/11/9",7158.03706,6933.4844286,7058.35653143333,8535.24308536111,1498.65,1498.65,1510.58333333333,2565.17222222222,1284.8,1281.33,1280.005,1294.23305555556,1267.6,1267.6,1267.6,1266.64444444444
"426","2017/11/10",6719.39785,6658.3192986,7152.1654931,8559.61938398889,1498.65,1498.65,1516.55,2585.67777777778,1284.3,1281.13,1279.815,1294.90916666667,1267.6,1267.6,1267.6,1266.58333333333
"427","2017/11/11",6569.22,6542.6368052,7248.1314931,8583.93360621111,1498.65,1498.65,1519.61666666667,2604.53888888889,NA,NA,NA,NA,NA,NA,NA,NA
"428","2017/11/12",5716.301583,6409.7553932,7379.51809643333,8606.36074268889,1498.65,1498.65,1521.95,2623.4,NA,NA,NA,NA,NA,NA,NA,NA
"429","2017/11/13",6550.227533,6526.1618072,7506.08725643333,8629.28533530556,1498.65,1498.65,1525.28333333333,2642.26111111111,1277.95,1280.77,1279.76666666667,1295.66888888889,1267.6,1267.6,1267.6,1266.52222222222
"430","2017/11/14",6493.63,6775.3239472,7632.1709231,8650.88561308333,1498.65,1498.65,1527.25,2661.12222222222,1274.6,1279.81,1279.42833333333,1296.38861111111,1267.6,1267.6,1267.6,1266.46111111111
"431","2017/11/15",7301.42992,7205.8176306,7757.46181753333,8674.60251187778,1498.65,1498.65,1530.11666666667,2679.98333333333,1282.2,1279.82,1279.05166666667,1297.06305555556,1267.6,1267.6,1267.6,1266.39444444444
"432","2017/11/16",7815.0307,7459.2002006,7898.08199476667,8703.51469668889,1498.65,1498.65,1533.08333333333,2698.63333333333,1280,1281.47,1278.42666666667,1297.64666666667,1267.6,1267.6,1267.6,1266.32777777778
"433","2017/11/17",7868.77,7762.005014,8035.67866143333,8733.33097446667,1498.65,1498.65,1534.08333333333,2717.28333333333,1284.35,1283.21,1277.9,1298.28305555556,1267.6,1267.6,1267.6,1266.25555555556
"434","2017/11/18",7817.140383,7911.66303,8173.5087261,8766.49321689444,1498.65,1498.65,1536.05,2736.27777777778,NA,NA,NA,NA,NA,NA,NA,NA
"435","2017/11/19",8007.654067,7960.61689,8311.75161553333,8804.26138172778,1498.65,1498.65,1540.38333333333,2755.35,NA,NA,NA,NA,NA,NA,NA,NA
"436","2017/11/20",8049.72,8040.46989,8452.59261553333,8843.70332617222,1498.65,1498.65,1552.48333333333,2774.71666666667,1286.2,1284.16,1277.07166666667,1298.8775,1267.6,1267.6,1267.6,1266.17777777778
"437","2017/11/21",8059.8,8124.3858134,8670.98955996667,8882.23674283889,1498.65,1534.45,1565.78333333333,2794.22777777778,1283.3,1286.23,1276.09666666667,1299.3975,1267.6,1267.6,1267.6,1266.1
"438","2017/11/22",8268.035,8173.0506666,8984.6510412,8921.40382591111,1498.65,1570.25,1583.11666666667,2813.66111111111,1286.95,1287.46,1274.95,1299.9,1267.6,1267.6,1267.6,1266.02222222222
"439","2017/11/23",8236.72,8304.58812,9309.0590412,8959.81610368889,1677.65,1606.05,1644.08333333333,2833.33888888889,1290.35,1289.2,1274.01,1300.39888888889,1267.6,1267.6,1267.6,1265.94444444444
"440","2017/11/24",8250.978333,8446.38812,9575.2189442,8990.76365007778,1677.65,1624.45,1722.01666666667,2853.11111111111,1290.5,1290.91,1273.59,1300.95583333333,1267.6,1267.6,1267.6,1265.86111111111
"441","2017/11/25",8707.407267,8736.44013,9846.89918253333,9023.02925195,1677.65,1638.45,1757.61666666667,2872.01666666667,NA,NA,NA,NA,NA,NA,NA,NA
"442","2017/11/26",8768.8,9079.597894,10130.2235158667,9055.43064083889,1590.65,1622.65,1806.88333333333,2891.35555555556,NA,NA,NA,NA,NA,NA,NA,NA
"443","2017/11/27",9718.29505,9413.2022274,10515.5599074333,9083.70068463333,1568.65,1598.65,1852.85,2911.50555555556,1294.9,1290.29,1273.24666666667,1301.52361111111,1267.6,1267.6,1267.6,1265.77777777778
"444","2017/11/28",9952.50882,9701.195174,10857.4978786667,9115.66521507778,1598.65,1580.05,1898.81666666667,2931.65555555556,1291.85,1288.26,1272.73833333333,1302.00027777778,1267.6,1267.6,1267.6,1265.69444444444
"445","2017/11/29",9919,10124.217574,11182.787212,9147.53710396667,1557.65,1579.45,1944.78333333333,2951.80555555556,1283.85,1285.26,1272.09,1302.49638888889,1267.6,1267.6,1267.6,1265.61111111111
"446","2017/11/30",10147.372,10356.534564,11531.8028813333,9177.86168720556,1584.65,1571.45,1968.51666666667,2971.95555555556,1280.2,1280.97,1271.415,1303.05888888889,1267.6,1267.6,1267.6,1265.52777777778
"447","2017/12/1",10883.912,10632.5572,11921.257969,9213.57832159444,1587.65,1563.25,2031.91666666667,2992.25555555556,1275.5,1275.86,1271.25166666667,1303.50888888889,1267.6,1267.6,1267.6,1265.44444444444
"448","2017/12/2",10879.88,10965.7232,12301.628969,9248.83137715,1528.65,1577.45,2095.31666666667,3012.42222222222,NA,NA,NA,NA,NA,NA,NA,NA
"449","2017/12/3",11332.622,11254.4928,12673.1195119,9287.62498833333,1557.65,1632.85,2158.71666666667,3032.29444444444,NA,NA,NA,NA,NA,NA,NA,NA
"450","2017/12/4",11584.83,11785.9064,12997.4347653333,9326.1886635,1628.65,1694.85,2230.28333333333,3052.16666666667,1273.45,1271.83,1271.68666666667,1303.98972222222,1267.6,1267.6,1267.6,1265.36111111111
"451","2017/12/5",11591.22,12910.324734,13308.5420986667,9365.80983016667,1861.65,1792.85,2323.31666666667,3072.03888888889,1266.3,1266.79,1272.935,1304.44,1267.6,1267.6,1267.6,1265.27777777778
"452","2017/12/6",13540.98,14015.976334,13574.7990986667,9399.74616255556,1897.65,2146.85,2438.01666666667,3091.91111111111,1263.7,1261.82,1274.025,1304.80555555556,1267.6,1267.6,1267.6,1265.19444444444
"453","2017/12/7",16501.97167,14727.577164,13805.5627653333,9432.00898376111,2018.65,2588.45,2536.28333333333,3111.77222222222,1255,1256.56,1275.175,1305.10944444444,1267.6,1267.6,1267.6,1265.11111111111
"454","2017/12/8",16860.88,15383.294164,13990.2257653333,9463.16565042778,3327.65,2729.45,2635.55,3131.72777777778,1250.65,1251.48,1276.26833333333,1305.44694444444,1267.6,1267.6,1267.6,1265.02777777778
"455","2017/12/9",15142.83415,15688.888164,14180.1656542333,9489.60633561111,3836.65,2945.25,2740.18333333333,3151.43888888889,NA,NA,NA,NA,NA,NA,NA,NA
"456","2017/12/10",14869.805,15843.772496,14360.553023,9514.59473551667,2566.65,3117.05,2853.38333333333,3171.11111111111,NA,NA,NA,NA,NA,NA,NA,NA
"457","2017/12/11",15068.95,15833.26983,14526.291023,9540.03240218333,2976.65,3027.05,2967.51666666667,3190.87777777778,1247.15,1247.27,1277.39333333333,1305.80222222222,1267.6,1267.6,1267.6,1264.94444444444
"458","2017/12/12",17276.39333,16055.165,14721.9919103333,9569.04113588333,2877.65,2835.25,3074.51666666667,3210.44444444444,1240.9,1246.47,1278.31666666667,1306.15055555556,1267.6,1267.6,1267.6,1264.86111111111
"459","2017/12/13",16808.36667,16635.584,14869.5943386667,9601.45819143889,2877.65,2764.05,3195.05,3229.87777777778,1242.65,1247.26,1279.41,1306.48222222222,1267.6,1267.6,1267.6,1264.77777777778
"460","2017/12/14",16252.31,17521.530666,15012.7613386667,9634.44213588333,2877.65,2848.85,3308.15,3249.31111111111,1251,1249.95,1280.5,1306.71638888889,1267.6,1267.6,1267.6,1264.69444444444
"461","2017/12/15",17771.9,17922.232,15115.0347386667,9659.96711158889,2210.65,2953.45,3412.71666666667,3268.74444444444,1254.6,1253.84,1281.71,1306.8425,1267.6,1267.6,1267.6,1264.61111111111
"462","2017/12/16",19498.68333,18352.93,15224.4235053333,9686.54678501667,3400.65,3058.05,3520.91666666667,3288.17777777778,NA,NA,NA,NA,NA,NA,NA,NA
"463","2017/12/17",19279.9,18649.890334,15321.6275053333,9712.20989612778,3400.65,3211.65,3642.05,3307.61111111111,NA,NA,NA,NA,NA,NA,NA,NA
"464","2017/12/18",18961.85667,18572.098334,15444.068661,9735.69879427778,3400.65,3627.45,3751.68333333333,3327.04444444444,1260.6,1258.22,1283.18833333333,1306.94305555556,1267.6,1267.6,1267.6,1264.52777777778
"465","2017/12/19",17737.11167,17881.863668,15559.68305,9760.33474797778,3645.65,3935.25,3859.05,3346.47777777778,1260.35,1260.93,1284.58833333333,1307.125,1267.6,1267.6,1267.6,1264.44444444444
"466","2017/12/20",17382.94,17064.072668,15674.61705,9786.50785908889,4289.65,4144.45,3968.38333333333,3365.91111111111,1264.55,1265.89,1286.315,1307.34222222222,1267.6,1267.6,1267.6,1264.36111111111
"467","2017/12/21",16047.51,16027.023334,15795.7217166667,9816.00925232778,4939.65,4395.45,4074.95,3385.34444444444,1264.55,1271.97,1288.04833333333,1307.53027777778,1267.6,1267.6,1267.6,1264.27777777778
"468","2017/12/22",15190.945,15269.436,15822.9625943333,9843.3093714,4446.65,4629.65,4182.88333333333,3404.77777777778,NA,NA,NA,NA,NA,NA,NA,NA
"469","2017/12/23",13776.61,14616.653666,15832.798261,9870.7968714,4655.65,4786.45,4258.68333333333,3424.21111111111,NA,NA,NA,NA,NA,NA,NA,NA
"470","2017/12/24",13949.175,14155.339666,15836.9006783333,9897.01811213889,4816.65,4801.45,4310.01666666667,3443.64444444444,NA,NA,NA,NA,NA,NA,NA,NA
"471","2017/12/25",14119.02833,14235.015,15831.7156226667,9923.16805260556,5073.65,4867.85,4386.31666666667,3463.07777777778,NA,NA,NA,NA,NA,NA,NA,NA
"472","2017/12/26",13740.94,14355.809334,15810.6646226667,9948.59560816111,5014.65,4979.65,4452.88333333333,3482.51111111111,NA,NA,NA,NA,NA,NA,NA,NA
"473","2017/12/27",15589.32167,14408.776334,15678.0113116667,9969.00786343889,4778.65,5006.45,4534.28333333333,3501.94444444444,1279.4,1282.31,1290.03,1307.68972222222,1267.6,1267.6,1267.6,1264.19444444444
"474","2017/12/28",14380.58167,14228.085468,15581.495156,9989.93455973333,5214.65,4936.05,4601.31666666667,3521.37777777778,1291,1292.38,1292.00166666667,1307.8175,1267.6,1267.6,1267.6,1264.11111111111
"475","2017/12/29",14214.01,14313.012468,15499.4578226667,10010.9697819556,4950.65,4899.85,4663.75,3540.81111111111,NA,NA,NA,NA,NA,NA,NA,NA
"476","2017/12/30",13215.574,13954.348134,15368.825156,10024.9798302889,4721.65,4976.65,4765.78333333333,3560.24444444444,NA,NA,NA,NA,NA,NA,NA,NA
"477","2017/12/31",14165.575,14079.403134,15185.942245,10039.1386983444,4833.65,4903.05,4826.55,3579.67777777778,NA,NA,NA,NA,NA,NA,NA,NA
"478","2018/1/1",13796,14247.253468,14995.0835783333,10053.2691983444,5162.65,4882.85,4875.51666666667,3599.11111111111,NA,NA,NA,NA,NA,NA,NA,NA
"479","2018/1/2",15005.85667,14611.986668,14733.5865783333,10068.8840501944,4846.65,4966.85,4931.18333333333,3618.54444444444,1312.05,1302.37,1294.23833333333,1307.99222222222,1267.6,1267.6,1267.56666666667,1264.02777777778
"480","2018/1/3",15053.26167,15213.695668,14520.5303003333,10085.9484001944,4849.65,5019.05,4970.41666666667,3637.97777777778,1314.9,1309.92,1297.23833333333,1308.19027777778,1267.6,1267.6,1267.53333333333,1263.94444444444
"481","2018/1/4",15039.24,15918.335268,14313.592967,10103.2145113056,5141.65,5037.85,4985.81666666667,3657.41111111111,1314.5,1315.71,1300.57,1308.23666666667,1267.6,1267.6,1267.5,1263.85555555556
"482","2018/1/5",17174.12,16348.353934,14210.369078,10116.8273909333,5094.65,5188.85,4986.51666666667,3676.84444444444,1317.15,1315.5,1303.98666666667,1308.24916666667,1267.6,1267.6,1267.46666666667,1263.76111111111
"483","2018/1/6",17319.198,16390.882934,14087.5118446667,10127.9473675111,5256.65,5294.25,5014.75,3696.27777777778,NA,NA,NA,NA,NA,NA,NA,NA
"484","2018/1/7",17155.95,16325.8856,14012.072178,10139.2197008444,5601.65,5237.05,5024.98333333333,3715.71111111111,NA,NA,NA,NA,NA,NA,NA,NA
"485","2018/1/8",15265.90667,15778.5456,13921.2018113333,10151.6384601056,5376.65,5212.85,5023.08333333333,3735.14444444444,1319.95,1316.47,1307.21,1308.2725,1267.6,1267.6,1267.43333333333,1263.66111111111
"486","2018/1/9",14714.25333,14974.0648,13826.6428113333,10162.0817243611,4855.65,5225.45,5022.55,3754.57777777778,1311,1318.18,1310.67666666667,1308.10388888889,1267.6,1267.6,1267.4,1263.56111111111
"487","2018/1/10",14437.42,14325.4512,13748.3458113333,10172.9830576944,4973.65,5082.85,5028.88333333333,3774.01111111111,1319.75,1320.11,1314.09,1307.99194444444,1267.6,1267.6,1267.36666666667,1263.46111111111
"488","2018/1/11",13296.794,14030.507866,13594.3622556667,10180.5522804722,5319.65,4957.65,5035.71666666667,3793.44444444444,1323.05,1323.97,1317.10166666667,1307.88805555556,1267.6,1267.6,1267.33333333333,1263.36111111111
"489","2018/1/12",13912.882,13858.2412,13499.1687556667,10192.2656486222,4888.65,5040.85,5024.88333333333,3812.87777777778,1326.8,1328.54,1319.65333333333,1307.71361111111,1267.6,1267.6,1267.3,1263.26111111111
"490","2018/1/13",13791.19,13773.1964,13406.414089,10204.0182597333,4750.65,5090.85,5033.01666666667,3832.31111111111,NA,NA,NA,NA,NA,NA,NA,NA
"491","2018/1/14",13852.92,13824.6656,13339.6501223333,10216.9366218667,5271.65,5000.85,5051.11666666667,3851.74444444444,NA,NA,NA,NA,NA,NA,NA,NA
"492","2018/1/15",14012.196,13265.478534,13206.9330113333,10232.14237405,5223.65,5037.25,5056.58333333333,3871.17777777778,1339.25,1331.72,1322.08666666667,1307.55666666667,1267.6,1267.6,1267.26666666667,1263.16111111111
"493","2018/1/16",13554.14,12776.3252,13083.1503446667,10247.55037405,4869.65,5051.65,5046.81666666667,3890.61111111111,1333.85,1333.55,1324.455,1307.37861111111,1267.6,1267.6,1267.23333333333,1263.06111111111
"494","2018/1/17",11116.94667,12240.7052,12885.7304001,10259.5936153056,5070.65,4947.65,5055.15,3910.04444444444,1335.65,1335.18,1326.45833333333,1307.14333333333,1267.6,1267.6,1267.2,1262.96111111111
"495","2018/1/18",11345.42333,12028.424666,12680.6850666667,10271.73515745,4822.65,4895.05,5061.51666666667,3929.47777777778,1332.2,1333.85,1328.155,1306.90555555556,1267.6,1267.6,1267.16666666667,1262.86111111111
"496","2018/1/19",11174.82,11618.642266,12474.4680666667,10283.89915745,4751.65,4979.85,5050.78333333333,3948.91111111111,1334.95,1333.76,1329.31166666667,1306.67833333333,1267.6,1267.4,1267.13333333333,1262.76111111111
"497","2018/1/20",12950.79333,11697.936932,12182.0190111,10299.8410118,4960.65,4958.25,5045.28333333333,3968.34444444444,NA,NA,NA,NA,NA,NA,NA,NA
"498","2018/1/21",11505.228,11673.465066,11832.6729666667,10316.1250403167,5293.65,4945.65,5038.41666666667,3987.77777777778,NA,NA,NA,NA,NA,NA,NA,NA
"499","2018/1/22",11513.42,11694.952732,11491.6566333333,10332.9584292056,4962.65,5006.85,5007.41666666667,4007.21111111111,1332.6,1337.37,1330.355,1306.45833333333,1267.6,1267.2,1267.1,1262.66111111111
"500","2018/1/23",11223.064,11383.200066,11252.7916887667,10351.0930910611,4759.65,5055.65,4985.08333333333,4026.64444444444,1333.4,1341.92,1330.79833333333,1306.28583333333,1266.6,1267,1267.06666666667,1262.56111111111
"501","2018/1/24",11282.25833,11276.117466,11037.0011333333,10371.4397776333,5057.65,4993.65,4991.91666666667,4046.07777777778,1353.7,1345.56,1331.51,1306.08861111111,1266.6,1266.8,1267.03333333333,1262.46111111111
"502","2018/1/25",11392.03,11278.3888,10830.5898,10392.3747220778,5204.65,4979.05,4984.95,4065.51111111111,1354.95,1347.81,1332.775,1305.95277777778,1266.6,1266.6,1267,1262.36111111111
"503","2018/1/26",10969.815,11320.05,10664.6925522,10411.7175075389,4983.65,5066.05,4966.45,4084.94444444444,1353.15,1350.11,1333.94,1305.81055555556,1266.6,1266.6,1266.96666666667,1262.26111111111
"504","2018/1/27",11524.77667,11306.129334,10479.0449855333,10427.5779852056,4889.65,5107.45,4962.31666666667,4104.37777777778,NA,NA,NA,NA,NA,NA,NA,NA
"505","2018/1/28",11431.37,11064.535668,10288.2726522,10443.08942965,5194.65,5066.05,4962.78333333333,4123.81111111111,NA,NA,NA,NA,NA,NA,NA,NA
"506","2018/1/29",11212.655,10887.076668,10113.1009022,10459.4540768722,5264.65,5043.25,4945.88333333333,4143.24444444444,1343.85,1348.38,1334.82833333333,1305.73361111111,1266.6,1266.6,1266.93333333333,1262.16111111111
"507","2018/1/30",10184.06167,10398.7730006,9957.18214663333,10473.8666508556,4997.65,5084.65,4929.31666666667,4162.67777777778,1344.9,1345.66,1335.79,1305.67805555556,1266.6,1266.6,1266.9,1262.06111111111
"508","2018/1/31",10082.52,9892.879334,9821.0988133,10487.6864841889,4869.65,5053.85,4924.55,4182.11111111111,1345.05,1341.26,1336.14833333333,1305.60777777778,1266.6,1266.6,1266.83333333333,1261.96111111111
"509","2018/2/1",9083.258333,9420.894334,9788.10597996667,10498.9292949667,5096.65,4964.85,4915.15,4201.54444444444,1341.35,1339.21,1336.325,1305.63027777778,1266.6,1266.6,1266.73333333333,1261.86111111111
"510","2018/2/2",8901.901667,9064.2116666,9771.32492463333,10511.1611006111,5040.65,4951.25,4914.48333333333,4220.97777777778,1331.15,1336.51,1336.36333333333,1305.67444444444,1266.6,1266.6,1266.6,1261.76111111111
"511","2018/2/3",8852.73,8415.471,9768.3585913,10524.4242117222,4819.65,4987.45,4917.95,4240.41111111111,NA,NA,NA,NA,NA,NA,NA,NA
"512","2018/2/4",8400.648333,7983.9113334,9707.0309803,10540.0588506111,4929.65,4902.45,4915.31666666667,4259.84444444444,NA,NA,NA,NA,NA,NA,NA,NA
"513","2018/2/5",6838.816667,7823.5226666,9703.20310263333,10554.1589008556,5050.65,4835.65,4901.11666666667,4279.27777777778,1333.6,1332.43,1336.17166666667,1305.62972222222,1266.6,1266.6,1266.46666666667,1261.66111111111
"514","2018/2/6",6925.46,7701.084,9694.28843596667,10568.0633453,4671.65,4883.85,4899.41666666667,4298.71111111111,1331.4,1327.25,1335.90166666667,1305.52694444444,1266.6,1266.6,1266.33333333333,1261.56111111111
"515","2018/2/7",8099.958333,7669.9703334,9651.22202486667,10579.5665190389,4706.65,4850.85,4905.05,4318.14444444444,1324.65,1323.84,1335.30833333333,1305.49138888889,1266.6,1266.6,1266.2,1261.46111111111
"516","2018/2/8",8240.536667,7966.1823132,9613.88396953333,10594.0256513556,5060.65,4793.65,4895.55,4337.57777777778,1315.45,1321.58,1334.49333333333,1305.44055555556,1266.6,1266.6,1266.03333333333,1261.36111111111
"517","2018/2/9",8245.08,8249.7813132,9573.19296953333,10609.2542624667,4764.65,4812.25,4883.75,4357.01111111111,1314.1,1320.37,1334.07166666667,1305.34638888889,1266.6,1266.6,1265.86666666667,1261.26111111111
"518","2018/2/10",8319.876566,8243.3936466,9530.7522473,10624.5458536722,4764.65,4823.85,4884.18333333333,4376.44444444444,NA,NA,NA,NA,NA,NA,NA,NA
"519","2018/2/11",8343.455,8314.8398132,9491.5464693,10635.2909599722,4764.65,4764.65,4887.75,4395.87777777778,NA,NA,NA,NA,NA,NA,NA,NA
"520","2018/2/12",8068.02,8532.7504798,9454.48280263333,10646.2347933056,4764.65,4757.05,4881.15,4415.31111111111,1322.3,1322.69,1333.665,1305.32111111111,1266.6,1266.6,1265.66666666667,1261.16111111111
"521","2018/2/13",8597.7675,8763.1031666,9426.39980263333,10653.7381733778,4764.65,4749.45,4872.21666666667,4434.74444444444,1325.35,1330.09,1333.59833333333,1305.30694444444,1266.6,1266.6,1265.46666666667,1261.06111111111
"522","2018/2/14",9334.633333,9119.8445006,9453.9104693,10657.6072139333,4726.65,4754.25,4872.18333333333,4454.17777777778,1336.25,1337.69,1332.78833333333,1305.22944444444,1266.6,1266.6,1265.23333333333,1260.96111111111
"523","2018/2/15",9471.64,9674.6388346,9482.19713596667,10660.9532694889,4726.65,4761.85,4876.41666666667,4473.61111111111,1352.45,1342.55,1331.65666666667,1305.11888888889,1266.6,1266.6,1265,1260.86111111111
"524","2018/2/16",10127.16167,10172.2513346,9556.98680253333,10662.5587025444,4788.65,4780.05,4873.08333333333,4493.04444444444,1352.1,1345.45,1330.57166666667,1305.06194444444,1266.6,1266.6,1264.76666666667,1260.76111111111
"525","2018/2/17",10841.99167,10527.517668,9641.26280263333,10663.8498188389,4802.65,4811.05,4871.61666666667,4512.47777777778,NA,NA,NA,NA,NA,NA,NA,NA
"526","2018/2/18",11085.83,10911.268002,9730.06613596667,10664.9018188389,4855.65,4839.25,4877.51666666667,4531.91111111111,NA,NA,NA,NA,NA,NA,NA,NA
"527","2018/2/19",11110.965,11135.031668,9808.81780253333,10667.3885225444,4881.65,4863.85,4879.75,4551.34444444444,1346.6,1344.3,1329.74833333333,1304.90472222222,1266.6,1266.4,1264.53333333333,1260.66111111111
"528","2018/2/20",11390.39167,10952.8476674,9918.12584696667,10668.0414180278,4867.65,4889.05,4877.95,4570.77777777778,1339.85,1339.48,1329.01,1304.6625,1266.6,1266,1264.26666666667,1260.56111111111
"529","2018/2/21",11245.98,10768.1050014,10017.9591803,10668.9298069167,4911.65,4872.45,4888.78333333333,4589.21666666667,1330.5,1334.65,1328.29333333333,1304.45416666667,1265.6,1265.4,1264,1260.46111111111
"530","2018/2/22",9931.071667,10580.1720014,10050.9365136333,10665.0673717333,4928.65,4866.25,4898.45,4607.65555555556,1328.35,1332.03,1327.54,1304.26194444444,1264.6,1264.8,1263.73333333333,1260.36111111111
"531","2018/2/23",10162.11667,10241.412334,10067.7853580667,10658.7272943222,4772.65,4892.05,4896.31666666667,4626.09444444444,1327.95,1329.21,1326.83833333333,1304.01694444444,1263.6,1264.2,1263.46666666667,1260.26111111111
