Date,bitcoin,gold,pred_bidcoin,pred_gold
2018/3/24,8662.378333,,8058.193095285715,
2018/3/25,8617.296667,,7811.493333428572,
2018/3/26,8457.96,1352.4,7571.530952428571,
2018/3/27,7876.195,1341.45,7368.3721428571425,
2018/3/28,7960.38,1332.45,7301.835,
2018/3/29,7950.61,1323.85,7225.56357142857,
2018/3/30,6882.531667,,7064.977857142856,
2018/3/31,6935.48,,7025.17,
2018/4/1,6937.56,,6982.198571428572,
2018/4/2,7035.848333,,6993.640952428571,
2018/4/3,7410.435,1333.45,6945.558809571428,
2018/4/4,7426.48,1337.3,6856.126666714285,
2018/4/5,6826.51,1327.7,6784.667619142858,
2018/4/6,6603.876667,1331.2,6930.572619142857,
2018/4/7,6634.68,,7121.655952428571,
2018/4/8,7017.656667,,7321.917531142857,
2018/4/9,6699.273333,1331.95,7510.930626285715,
2018/4/10,6784.41,1338.95,7749.334435857143,
2018/4/11,6926.266667,1350.75,7908.049711,
2018/4/12,7847.845,1341.35,8085.002676571428,
2018/4/13,7941.46,1343.7,8131.876248,
2018/4/14,8036.511051,,8262.056009857144,
2018/4/15,8340.748333,,8372.15514542857,
2018/4/16,8368.1,1349.35,8456.419669285715,
2018/4/17,7895.416926,1342.1,8537.242764571429,
2018/4/18,8164.937426,1351.45,8774.40348942857,
2018/4/19,8175.96,1348.6,8987.713857142857,
2018/4/20,8852.718333,1336.75,9142.347904714285,
2018/4/21,8807.205,,9164.862428571429,
2018/4/22,8930.6,,9182.197428571428,
2018/4/23,8933.861667,1324.3,9239.866238142857,
2018/4/24,9555.542,1328.85,9286.396,
2018/4/25,9658.11,1321.65,9241.254285714285,
2018/4/26,9258.398333,1320.7,9178.870857142856,
2018/4/27,9010.32,1321.5,9233.280857142856,
2018/4/28,8928.55,,9339.428,
2018/4/29,9334.281667,,9464.393238142857,
2018/4/30,9259.57,1313.2,9506.658182428571,
2018/5/1,9239.55,1307.1,9559.782468142857,
2018/5/2,9221.426,1304.2,9558.219372857142,
2018/5/3,9639.268333,1315.05,9572.593039571428,
2018/5/4,9753.35,1309.4,9525.60756342857,
2018/5/5,9803.306667,,9342.098706285715,
2018/5/6,9630.136277,,9153.675849142857,
2018/5/7,9631.44,,8987.016381,
2018/5/8,9228.608333,1306.6,8847.101857142858,
2018/5/9,9322.041667,1313.85,8744.65180957143,
2018/5/10,9310.37,1318.8,8623.083,
2018/5/11,8468.788,1324.35,8451.047047571428,
2018/5/12,8484.346667,,8418.370904714286,
2018/5/13,8463.52,,8383.332809428572,
2018/5/14,8652.038333,1319.85,8389.602333285715,
2018/5/15,8511.458,1295.0,8351.533455285715,
2018/5/16,8471.06,1291.25,8335.129455285714,
2018/5/17,8106.118333,1289.5,8204.369455285714,
2018/5/18,8240.055,1288.3,8127.237312428571,
2018/5/19,8239.08,,8032.483740999999,
2018/5/20,8507.406667,,7904.459217142857,
2018/5/21,8385.556187,1288.35,7740.805645714286,
2018/5/22,8396.63,1293.05,7592.091904714284,
2018/5/23,7555.74,1289.0,7458.2699999999995,
2018/5/24,7566.193333,1304.85,7433.9349999999995,
2018/5/25,7576.78,1303.5,7408.295952428573,
2018/5/26,7342.908333,,7402.348333428572,
2018/5/27,7361.831667,,7445.525238285714,
2018/5/28,7344.56,,7484.8550001428575,
2018/5/29,7459.876667,1295.5,7507.099762,
2018/5/30,7385.395,1300.7,7529.363401285715,
2018/5/31,7386.72,1305.35,7562.796972714285,
2018/6/1,7535.146667,1294.6,7604.16149657143,
2018/6/2,7645.146667,,7616.305306000001,
2018/6/3,7637.14,,7612.075782142857,
2018/6/4,7500.273333,1295.45,7489.182686857143,
2018/6/5,7615.722142,1292.05,7399.954829714286,
2018/6/6,7619.43,1300.1,7294.753095142857,
2018/6/7,7676.271667,1297.25,7108.505952285713,
2018/6/8,7620.153333,1298.25,6961.469047428572,
2018/6/9,7615.54,,6821.077142714285,
2018/6/10,6776.888333,,6663.060952285715,
2018/6/11,6875.678333,1299.6,6618.421428571428,
2018/6/12,6879.31,1298.65,6557.008809571429,
2018/6/13,6315.7,1296.15,6536.678809571428,
2018/6/14,6647.013333,1302.75,6593.681428571428,
2018/6/15,6637.41,1285.25,6609.940952428571,
2018/6/16,6509.426667,,6566.392857142857,
2018/6/17,6464.411667,,6513.847023714286,
2018/6/18,6445.79,1281.55,6471.853928428572,
2018/6/19,6737.0,1276.15,6438.376428428572,
2018/6/20,6714.718333,1274.2,6364.318571285715,
2018/6/21,6760.83,1266.15,6276.138809428571,
2018/6/22,6332.573333,1269.15,6182.862545714286,
2018/6/23,6141.605833,,6122.309569571429,
2018/6/24,6170.46,,6133.977307714286,
2018/6/25,6211.4475,1268.7,6163.162188714285,
2018/6/26,6218.595,1260.3,6199.536712571428,
2018/6/27,6097.46,1254.6,6257.800284,
2018/6/28,6107.896154,1251.55,6328.633022142858,
2018/6/29,5908.7025,1250.45,6399.4159525714285,
2018/6/30,6223.28,,6491.817024000001,
2018/7/1,6374.754167,,6544.8172621428575,
2018/7/2,6466.069167,1247.8,6598.932262142857,
2018/7/3,6626.44,1251.75,6635.785238285715,
2018/7/4,6593.289167,1255.65,6619.264047857143,
2018/7/5,6603.376667,1255.5,6588.4175001428575,
2018/7/6,6555.51,1255.35,6559.817976285715,
2018/7/7,6594.281667,,6515.367619142858,
2018/7/8,6753.559167,,6464.8988095714285,
2018/7/9,6724.04,1262.05,6392.796071428571,
2018/7/10,6510.791667,1254.0,6362.846190428571,
2018/7/11,6377.363333,1251.4,6414.148928428572,
2018/7/12,6403.18,1245.9,6549.042738000001,
2018/7/13,6244.3575,1241.7,6690.931547571429,
2018/7/14,6241.0,,6860.029761857143,
2018/7/15,6248.84,,7016.314047571429,
2018/7/16,6514.390833,1241.1,7188.0925,
2018/7/17,6869.910833,1232.8,7356.020119142858,
2018/7/18,7321.62,1224.5,7476.761428714286,
2018/7/19,7396.401667,1217.55,7609.553571571429,
2018/7/20,7428.045,1228.75,7722.5425001428575,
2018/7/21,7334.99,,7795.651785857143,
2018/7/22,7451.289167,,7916.689166857142,
2018/7/23,7689.884167,1224.95,8024.553809714285,
2018/7/24,7715.1,1228.35,8100.414643000001,
2018/7/25,8251.165,1231.5,8129.229047714286,
2018/7/26,8187.324167,1228.25,8032.043928714286,
2018/7/27,7939.81,1223.95,7949.240476285713,
2018/7/28,8182.251667,,7871.338928714285,
2018/7/29,8206.341667,,7737.841428714286,
2018/7/30,8220.91,1223.8,7567.1183334285715,
2018/7/31,7916.800833,1220.95,7390.999642999998,
2018/8/1,7570.869167,1219.0,7259.101428714287,
2018/8/2,7607.7,1215.45,7137.295833428571,
2018/8/3,7394.499167,1216.3,6964.3061905714285,
2018/8/4,7247.769167,,6821.734119142857,
2018/8/5,7011.28,,6663.332809571429,
2018/8/6,6988.079167,1209.65,6563.311619142857,
2018/8/7,6993.513333,1212.35,6471.738880999999,
2018/8/8,6718.23,1209.55,6365.8269762857135,
2018/8/9,6396.7725,1214.35,6315.0336795714275,
2018/8/10,6396.494667,1214.4,6307.298926857143,
2018/8/11,6138.96,,6295.335403,
2018/8/12,6311.131667,,6337.872664857142,
2018/8/13,6347.07,1200.35,6351.148617142857,
2018/8/14,6252.13,1197.0,6371.078617142857,
2018/8/15,6362.676923,1182.0,6392.380924857142,
2018/8/16,6342.629231,1180.4,6422.745531142857,
2018/8/17,6312.75,1178.4,6424.451355285714,
2018/8/18,6436.720833,,6457.436457285714,
2018/8/19,6404.063333,,6497.823371285715,
2018/8/20,6486.58,1184.35,6545.567180857143,
2018/8/21,6401.246154,1190.95,6578.80806,
2018/8/22,6575.229167,1196.65,6664.350038000001,
2018/8/23,6354.57,1192.35,6736.201585571429,
2018/8/24,6543.645714,1197.7,6818.786228428572,
2018/8/25,6719.429231,,6881.400576999999,
2018/8/26,6738.27,,6924.164972571429,
2018/8/27,6719.266154,,6996.974313285713,
2018/8/28,7000.04,1212.25,7074.35761,
2018/8/29,7078.19,1204.2,7112.220467142857,
2018/8/30,6932.6625,1197.3,7117.203214428571,
2018/8/31,6981.946154,1202.45,7045.861666857143,
2018/9/1,7018.78,,6977.182216285714,
2018/9/2,7247.935385,,6883.943287714285,
2018/9/3,7260.949231,1200.05,6746.584780285715,
2018/9/4,7265.08,1190.85,6600.874890142856,
2018/9/5,7113.069231,1196.7,6462.480723428572,
2018/9/6,6433.271667,1205.15,6342.490476142857,
2018/9/7,6501.19,1198.9,6327.171666571428,
2018/9/8,6366.1075,,6326.867738,
2018/9/9,6286.425833,,6348.660238000001,
2018/9/10,6240.98,1196.6,6382.369404714285,
2018/9/11,6296.320833,1189.85,6405.172380857142,
2018/9/12,6273.1375,1195.6,6405.216785714285,
2018/9/13,6326.04,1209.8,6415.11,
2018/9/14,6499.0625,1201.95,6428.327523857142,
2018/9/15,6518.655,,6452.745857142858,
2018/9/16,6522.39,,6486.6694285714275,
2018/9/17,6400.600833,1201.9,6513.534428571429,
2018/9/18,6296.631667,1200.2,6547.634904857143,
2018/9/19,6342.39,1203.3,6588.608952428571,
2018/9/20,6418.562667,1208.35,6606.643476285714,
2018/9/21,6669.990833,1198.7,6623.3454762857145,
2018/9/22,6756.12,,6625.643928714286,
2018/9/23,6710.445,,6596.265952571429,
2018/9/24,6639.304167,1202.75,6579.507381142857,
2018/9/25,6583.45,1201.9,6575.466785857142,
2018/9/26,6468.631667,1194.25,6572.494166857143,
2018/9/27,6535.476667,1185.4,6572.7471430000005,
2018/9/28,6686.08,1187.25,6565.354761999998,
2018/9/29,6550.474167,,6548.564643,
2018/9/30,6593.135,,6552.995000142857,
2018/10/1,6611.02,1189.35,6550.2071430000005,
2018/10/2,6562.641667,1204.7,6551.285384714285,
2018/10/3,6470.4025,1201.2,6559.723956142858,
2018/10/4,6483.73,1203.45,6582.0735989999985,
2018/10/5,6568.549167,1203.8,6548.488718,
2018/10/6,6581.486667,,6504.486098857143,
2018/10/7,6573.62,,6456.702289285714,
2018/10/8,6618.567692,1186.95,6417.527884571428,
2018/10/9,6621.711667,1185.55,6393.814166714285,
2018/10/10,6626.85,1188.6,6390.5939285714285,
2018/10/11,6248.635833,1205.55,6386.226236285715,
2018/10/12,6260.530833,1219.75,6431.855512857143,
2018/10/13,6247.0,,6467.438251,
2018/10/14,6299.399167,,6501.984798571429,
2018/10/15,6452.571667,1229.95,6535.156584285715,
2018/10/16,6599.17,1230.7,6542.614917571429,
2018/10/17,6596.276154,1229.05,6525.794346142857,
2018/10/18,6568.040769,1223.0,6513.227752714285,
2018/10/19,6509.61,1227.85,6502.046214285714,
2018/10/20,6488.825833,,6496.923833285714,
2018/10/21,6531.601667,,6493.651214285715,
2018/10/22,6504.78,1222.3,6483.023833285714,
2018/10/23,6481.426,1235.95,6465.579309428572,
2018/10/24,6508.31,1230.55,6441.011717571428,
2018/10/25,6489.77,1230.8,6411.483146142857,
2018/10/26,6473.753333,1233.85,6390.413265142856,
2018/10/27,6465.9175,,6378.116241428571,
2018/10/28,6457.21,,6367.330884285714,
2018/10/29,6382.668333,1230.8,6357.997074714286,
2018/10/30,6309.452857,1225.4,6365.753741428572,
2018/10/31,6301.61,1214.95,6384.083333285715,
2018/11/1,6342.280833,1231.15,6417.966190428572,
2018/11/2,6387.674167,1232.1,6438.533452428572,
2018/11/3,6390.42,,6446.7185714285715,
2018/11/4,6391.873333,,6447.949047571428,
2018/11/5,6436.965,1232.25,6446.005476142857,
2018/11/6,6437.76,1231.6,6441.943333285714,
2018/11/7,6538.79,1229.95,6432.558095142857,
2018/11/8,6486.251667,1224.15,6380.753095142857,
2018/11/9,6444.97,1211.4,6276.541428428572,
2018/11/10,6399.033333,,6155.287499857142,
2018/11/11,6378.268333,,6035.174642714285,
2018/11/12,6408.53,1205.55,5920.056309428573,
2018/11/13,6372.063333,1202.1,5762.258095142858,
2018/11/14,6176.155,1203.25,5519.387619,
2018/11/15,5756.77,1211.85,5278.791190428572,
2018/11/16,5596.1925,1222.4,5106.223690428572,
2018/11/17,5558.243333,,4922.387261857143,
2018/11/18,5572.44,,4750.206785714285,
2018/11/19,5303.9425,1221.6,4500.359880999999,
2018/11/20,4671.97,1223.0,4302.730476285714,
2018/11/21,4491.98,1226.1,4177.213333428571,
2018/11/22,4548.7975,1227.05,4121.709597142856,
2018/11/23,4309.3375,1223.65,4080.9932875714285,
2018/11/24,4352.98,,4076.626501857143,
2018/11/25,3823.511667,,4042.883287571429,
2018/11/26,3920.536667,1223.4,4092.0311447142853,
2018/11/27,3793.35,1221.2,4123.468763714286,
2018/11/28,4103.453846,1213.25,4147.489239857142,
2018/11/29,4263.783333,1226.25,4112.4742857142855,
2018/11/30,4278.77,1217.55,4038.359523857143,
2018/12/1,4116.7775,,3913.6271428571426,
2018/12/2,4167.546667,,3816.278928571429,
2018/12/3,4140.6,1230.3,3714.295119,
2018/12/4,3961.493333,1240.3,3626.203690428571,
2018/12/5,3858.349167,1235.9,3549.7317857142853,
2018/12/6,3744.98,1242.55,3485.2933332857137,
2018/12/7,3405.643333,1243.3,3436.976547571428,
2018/12/8,3435.34,,3418.795238142857,
2018/12/9,3453.66,,3391.2352381428573,
2018/12/10,3523.96,1245.35,3365.1749999999997,
2018/12/11,3426.19,1245.3,3346.3814285714284,
2018/12/12,3407.28,1245.75,3365.002857142857,
2018/12/13,3406.7625,1242.75,3422.254642857143,
2018/12/14,3278.374167,1235.35,3504.5529761428575,
2018/12/15,3242.42,,3626.9552379999996,
2018/12/16,3271.238333,,3722.4628569999995,
2018/12/17,3392.405,1241.65,3830.497142714285,
2018/12/18,3556.54,1246.3,3916.606428428571,
2018/12/19,3808.0425,1255.0,3953.369285571429,
2018/12/20,3982.850833,1259.75,3955.8459522857142,
2018/12/21,4135.19,1258.15,3936.611547571428,
2018/12/22,3910.973333,,3880.713690428571,
2018/12/23,4027.478333,,3880.9011904285717,
2018/12/24,3995.17,,3844.1700000000005,
2018/12/25,3813.88,,3815.0808332857146,
2018/12/26,3825.379167,,3806.279642857143,
2018/12/27,3848.21,1268.0,3810.636904714286,
2018/12/28,3743.905,1279.0,3813.1494047142864,
2018/12/29,3912.285833,,3824.3953571428574,
2018/12/30,3770.36,,3816.4430952857147,
2018/12/31,3791.545833,,3837.885476285714,
2019/1/1,3752.271667,,3872.8208334285714,
2019/1/2,3855.88,1282.9,3912.8177381428573,
2019/1/3,3865.7975,1290.45,3938.283214285714,
2019/1/4,3822.626667,1279.9,3930.6815475714284,
2019/1/5,3856.62,,3905.484880857143,
2019/1/6,3920.456667,,3875.445714142857,
2019/1/7,4036.093333,1292.2,3829.643571285714,
2019/1/8,4032.25,1286.45,3757.6245237142857,
2019/1/9,4034.138333,1288.6,3703.9866665714285,
2019/1/10,3812.585833,1291.9,3645.005595142857,
2019/1/11,3646.25,1288.95,3617.6976189999996,
2019/1/12,3646.345833,,3615.718333285714,
2019/1/13,3599.841667,,3622.0294047142856,
2019/1/14,3531.96,1292.75,3636.906309428571,
2019/1/15,3656.785,1294.4,3639.2588094285716,
2019/1/16,3621.270833,1292.3,3622.578095142857,
2019/1/17,3621.43,1290.7,3617.7322618571425,
2019/1/18,3632.395,1284.2,3609.870833285714,
2019/1/19,3690.523333,,3603.2786904285717,
2019/1/20,3703.98,,3587.173928571429,
2019/1/21,3548.4275,1279.55,3568.933928571429,
2019/1/22,3540.02,1282.1,3569.8014285714285,
2019/1/23,3587.35,1279.8,3556.738571428571,
2019/1/24,3566.4,1283.7,3533.06,
2019/1/25,3586.25,1293.9,3519.288571428571,
2019/1/26,3577.79,,3499.0828571428574,
2019/1/27,3576.3,,3484.4457142857145,
2019/1/28,3554.5,1302.15,3474.434285714286,
2019/1/29,3448.58,1307.55,3460.3657142857146,
2019/1/30,3421.6,1310.7,3460.9042857142854,
2019/1/31,3470.0,1323.25,3467.438571428571,
2019/2/1,3444.81,1318.7,3458.252857142857,
2019/2/2,3475.33,,3451.1028571428574,
2019/2/3,3506.22,,3477.6385714285716,
2019/2/4,3456.02,1312.15,3500.2328571428575,
2019/2/5,3452.35,1314.2,3533.128571428572,
2019/2/6,3467.34,1312.4,3558.4314285714286,
2019/2/7,3405.7,1310.0,3582.0142857142864,
2019/2/8,3394.76,1314.85,3611.842857142857,
2019/2/9,3661.08,,3641.207142857143,
2019/2/10,3664.38,,3633.652857142857,
2019/2/11,3686.29,1306.4,3627.2485714285717,
2019/2/12,3629.47,1310.0,3625.0271428571423,
2019/2/13,3632.42,1312.8,3665.217142857143,
2019/2/14,3614.5,1311.45,3707.232857142856,
2019/2/15,3600.31,1316.55,3760.4728571428573,
2019/2/16,3608.2,,3809.697142857143,
2019/2/17,3619.55,,3863.308571428571,
2019/2/18,3670.74,1325.5,3937.6014285714286,
2019/2/19,3910.8,1334.15,3951.337142857143,
2019/2/20,3926.53,1343.75,3942.412857142857,
2019/2/21,3987.18,1331.25,3928.8300000000004,
2019/2/22,3944.88,1329.05,3906.837142857143,
2019/2/23,3983.48,,3893.2942857142853,
2019/2/24,4139.6,,3872.0285714285715,
2019/2/25,3766.89,1331.05,3828.0057142857136,
2019/2/26,3848.33,1325.05,3834.818571428571,
2019/2/27,3831.45,1322.85,3818.054285714286,
2019/2/28,3833.23,1319.15,3823.882857142857,
2019/3/1,3850.08,1311.95,3830.1142857142854,
2019/3/2,3834.62,,3835.3628571428567,
2019/3/3,3831.44,,3841.2685714285712,
2019/3/4,3814.58,1285.4,3858.285714285714,
2019/3/5,3730.98,1283.8,3874.5128571428577,
2019/3/6,3872.25,1285.85,3895.957142857143,
2019/3/7,3876.85,1285.3,3898.8514285714286,
2019/3/8,3886.82,1296.75,3898.9828571428575,
2019/3/9,3875.96,,3898.752857142857,
2019/3/10,3950.56,,3907.4014285714284,
2019/3/11,3928.17,1292.75,3916.7428571428572,
2019/3/12,3881.09,1297.05,3926.278571428572,
2019/3/13,3892.51,1306.95,3943.09,
2019/3/14,3877.77,1295.55,3962.6042857142857,
2019/3/15,3885.21,1303.5,3988.1228571428574,
2019/3/16,3936.5,,4003.4271428571433,
2019/3/17,4015.95,,4012.3642857142863,
2019/3/18,3994.92,1305.6,4011.788571428572,
2019/3/19,3998.77,1307.7,4011.672857142857,
2019/3/20,4029.11,1303.7,4002.69,
2019/3/21,4056.4,1309.6,3991.065714285714,
2019/3/22,3992.34,1311.3,3989.9385714285713,
2019/3/23,3999.06,,3996.371428571429,
2019/3/24,4011.92,,4013.012857142857,
2019/3/25,3994.11,1319.55,4027.658571428571,
2019/3/26,3935.89,1316.3,4044.8085714285708,
2019/3/27,3947.74,1309.7,4075.7571428571423,
2019/3/28,4048.51,1295.15,4209.348571428572,
2019/3/29,4037.37,1295.4,4339.534285714286,
2019/3/30,4115.55,,4464.372857142857,
2019/3/31,4114.44,,4594.8328571428565,
2019/4/1,4114.16,1293.5,4728.987142857143,
2019/4/2,4152.53,1290.3,4882.591428571429,
2019/4/3,4882.88,1290.45,5042.045714285714,
2019/4/4,4959.81,1283.15,5083.892857142857,
2019/4/5,4911.24,1288.45,5133.9457142857145,
2019/4/6,5028.77,,5151.628571428571,
2019/4/7,5053.52,,5157.925714285715,
2019/4/8,5189.39,1300.0,5159.511428571429,
2019/4/9,5268.71,1303.0,5154.242857142856,
2019/4/10,5175.81,1305.45,5121.024285714286,
2019/4/11,5310.18,1298.8,5124.001428571429,
2019/4/12,5035.02,1294.3,5111.171428571429,
2019/4/13,5072.85,,5145.641428571429,
2019/4/14,5064.62,,5174.811428571428,
2019/4/15,5152.51,1285.65,5209.762857142858,
2019/4/16,5036.18,1276.35,5228.237142857143,
2019/4/17,5196.65,1275.85,5276.952857142858,
2019/4/18,5220.37,1275.7,5322.882857142858,
2019/4/19,5276.31,,5353.428571428572,
2019/4/20,5277.04,,5341.9,
2019/4/21,5309.28,,5344.155714285714,
2019/4/22,5281.83,,5340.0,
2019/4/23,5377.19,1269.5,5342.779999999999,
2019/4/24,5518.16,1271.65,5326.131428571428,
2019/4/25,5434.19,1280.8,5290.650000000001,
2019/4/26,5195.61,1284.2,5275.29,
2019/4/27,5292.83,,5303.082857142857,
2019/4/28,5280.19,,5355.127142857143,
2019/4/29,5301.29,1279.5,5425.254285714285,
2019/4/30,5260.65,1282.3,5484.735714285714,
2019/5/1,5269.79,1283.8,5545.2814285714285,
2019/5/2,5326.67,1270.95,5614.7,
2019/5/3,5390.16,1278.55,5701.849999999999,
2019/5/4,5657.14,,5809.957142857143,
2019/5/5,5771.08,,5908.654285714286,
2019/5/6,5717.66,,6119.687142857142,
2019/5/7,5684.47,1281.2,6299.825714285714,
2019/5/8,5755.72,1285.2,6605.345714285714,
2019/5/9,5936.72,1286.1,6924.912857142858,
2019/5/10,6146.91,1287.1,7249.224285714286,
2019/5/11,6348.02,,7497.660000000001,
2019/5/12,7248.31,,7642.545714285714,
2019/5/13,6978.63,1295.6,7644.937142857144,
2019/5/14,7823.11,1298.4,7818.518571428572,
2019/5/15,7992.69,1299.1,7844.792857142857,
2019/5/16,8206.9,1291.7,7839.051428571429,
2019/5/17,7885.96,1280.8,7756.055714285714,
2019/5/18,7362.22,,7755.245714285715,
2019/5/19,7265.05,,7846.822857142857,
2019/5/20,8193.7,1276.85,7962.022857142857,
2019/5/21,8007.03,1271.15,8040.697142857142,
2019/5/22,7952.5,1273.8,8149.701428571428,
2019/5/23,7625.93,1283.65,8259.327142857142,
2019/5/24,7880.29,1282.5,8407.477142857142,
2019/5/25,8003.26,,8463.501428571426,
2019/5/26,8071.45,,8542.151428571427,
2019/5/27,8744.42,,8611.201428571427,
2019/5/28,8770.06,1278.3,8610.431428571426,
2019/5/29,8719.88,1281.65,8519.697142857141,
2019/5/30,8662.98,1280.95,8370.542857142858,
2019/5/31,8272.46,1295.55,8245.265714285715,
2019/6/1,8553.81,,8178.232857142858,
2019/6/2,8554.8,,8098.872857142858,
2019/6/3,8739.03,1317.1,8009.807142857144,
2019/6/4,8134.92,1324.25,7852.889999999999,
2019/6/5,7675.8,1335.05,7836.527142857142,
2019/6/6,7786.04,1335.5,7871.067142857143,
2019/6/7,7803.23,1340.65,7926.355714285714,
2019/6/8,7998.29,,7988.448571428571,
2019/6/9,7931.34,,8087.778571428571,
2019/6/10,7640.61,1328.6,8220.368571428571,
2019/6/11,8020.38,1324.3,8411.565714285714,
2019/6/12,7917.58,1332.35,8598.294285714286,
2019/6/13,8173.06,1335.9,8763.808571428572,
2019/6/14,8237.88,1351.25,8922.185714285715,
2019/6/15,8693.6,,9106.967142857142,
2019/6/16,8859.47,,9323.507142857141,
2019/6/17,8978.99,1341.3,9581.958571428573,
2019/6/18,9327.48,1341.35,9844.171428571428,
2019/6/19,9076.18,1344.05,10085.602857142858,
2019/6/20,9281.7,1379.5,10469.919999999998,
2019/6/21,9531.35,1397.15,10991.47,
2019/6/22,10209.38,,11220.255714285715,
2019/6/23,10668.63,,11529.537142857143,
2019/6/24,10814.48,1405.7,11704.072857142857,
2019/6/25,11017.5,1431.4,11693.108571428571,
2019/6/26,11766.4,1403.95,11630.425714285713,
2019/6/27,12932.55,1402.5,11493.14,
2019/6/28,11132.85,1409.0,11357.741428571428,
2019/6/29,12374.35,,11361.69,
2019/6/30,11890.38,,11158.948571428573,
2019/7/1,10737.73,1390.1,11064.899999999998,
2019/7/2,10578.72,1391.05,11170.511428571428,
2019/7/3,10805.4,1413.5,11418.277142857143,
2019/7/4,11984.76,1414.9,11672.76,
2019/7/5,11160.49,1388.65,11689.208571428573,
2019/7/6,10955.16,,11716.691428571428,
2019/7/7,11232.04,,11837.95,
2019/7/8,11477.01,1400.1,11860.387142857144,
2019/7/9,12313.08,1391.55,11676.094285714285,
2019/7/10,12586.78,1408.3,11470.44,
2019/7/11,12099.9,1413.75,11014.859999999999,
2019/7/12,11352.87,1407.6,10668.342857142858,
2019/7/13,11803.97,,10566.298571428571,
2019/7/14,11389.1,,10385.124285714284,
2019/7/15,10186.96,1412.4,10295.952857142856,
2019/7/16,10873.5,1409.85,10353.16,
2019/7/17,9397.72,1410.35,10274.605714285713,
2019/7/18,9674.28,1417.45,10338.402857142855,
2019/7/19,10638.56,1439.7,10352.387142857142,
2019/7/20,10535.75,,10243.331428571428,
2019/7/21,10764.9,,10145.174285714284,
2019/7/22,10587.41,1427.75,9960.75857142857,
2019/7/23,10323.62,1425.55,9809.699999999999,
2019/7/24,9844.3,1426.95,9692.23,
2019/7/25,9772.17,1416.1,9655.777142857143,
2019/7/26,9875.17,1420.4,9700.424285714285,
2019/7/27,9848.65,,9776.424285714285,
2019/7/28,9473.99,,9873.695714285714,
2019/7/29,9530.0,1419.05,10065.207142857145,
2019/7/30,9501.33,1425.9,10272.382857142858,
2019/7/31,9589.13,1427.55,10599.048571428573,
2019/8/1,10084.7,1406.8,10867.125714285716,
2019/8/2,10407.17,1441.75,11135.142857142857,
2019/8/3,10529.55,,11362.177142857141,
2019/8/4,10814.57,,11551.761428571428,
2019/8/5,10980.23,1465.25,11618.56857142857,
2019/8/6,11787.99,1465.25,11702.369999999999,
2019/8/7,11465.67,1506.05,11644.979999999998,
2019/8/8,11960.82,1495.75,11558.187142857141,
2019/8/9,11996.41,1497.7,11280.492857142859,
2019/8/10,11856.64,,11038.458571428573,
2019/8/11,11282.22,,10824.572857142857,
2019/8/12,11566.84,1504.7,10672.044285714286,
2019/8/13,11386.26,1498.4,10493.58142857143,
2019/8/14,10858.12,1513.25,10426.58142857143,
2019/8/15,10016.96,1515.65,10412.644285714285,
2019/8/16,10302.17,1515.25,10428.707142857142,
2019/8/17,10359.44,,10401.537142857142,
2019/8/18,10214.52,,10408.16142857143,
2019/8/19,10317.6,1496.6,10398.058571428572,
2019/8/20,10917.26,1504.55,10371.981428571427,
2019/8/21,10760.56,1503.25,10292.412857142857,
2019/8/22,10129.4,1502.05,10208.325714285713,
2019/8/23,10111.98,1503.8,10149.528571428573,
2019/8/24,10405.81,,10059.895714285713,
2019/8/25,10143.8,,9941.635714285714,
2019/8/26,10135.06,,9864.078571428572,
2019/8/27,10360.28,1532.95,9811.897142857142,
2019/8/28,10171.95,1537.15,9815.662857142857,
2019/8/29,9717.82,1540.2,9879.854285714287,
2019/8/30,9484.55,1528.4,10003.617142857143,
2019/8/31,9577.99,,10159.795714285716,
2019/9/1,9600.9,,10265.435714285715,
2019/9/2,9769.79,1525.95,10392.05142857143,
2019/9/3,10386.64,1537.85,10482.982857142857,
2019/9/4,10621.29,1546.1,10472.557142857142,
2019/9/5,10584.16,1529.1,10398.234285714285,
2019/9/6,10577.8,1523.7,10337.542857142855,
2019/9/7,10317.47,,10315.022857142856,
2019/9/8,10487.21,,10321.655714285715,
2019/9/9,10406.31,1509.2,10303.672857142856,
2019/9/10,10313.66,1498.25,10289.975714285714,
2019/9/11,10101.03,1490.65,10283.114285714286,
2019/9/12,10159.32,1515.2,10295.875714285716,
2019/9/13,10420.16,1503.1,10295.628571428571,
2019/9/14,10363.9,,10275.017142857145,
2019/9/15,10361.33,,10247.761428571426,
2019/9/16,10310.43,1497.2,10193.212857142857,
2019/9/17,10265.63,1502.1,10153.587142857143,
2019/9/18,10190.36,1503.5,10070.408571428572,
2019/9/19,10157.59,1500.7,9836.58714285714,
2019/9/20,10275.88,1501.9,9590.107142857143,
2019/9/21,10173.11,,9272.929999999998,
2019/9/22,9979.49,,8990.185714285713,
2019/9/23,10033.05,1522.1,8739.544285714286,
2019/9/24,9683.38,1520.65,8457.214285714286,
2019/9/25,8553.61,1528.75,8260.694285714284,
2019/9/26,8432.23,1506.4,8227.73857142857,
2019/9/27,8055.64,1489.9,8220.567142857142,
2019/9/28,8193.9,,8246.357142857141,
2019/9/29,8225.0,,8240.868571428571,
2019/9/30,8056.74,1485.3,8229.824285714287,
2019/10/1,8307.74,1473.45,8203.109999999999,
2019/10/2,8322.92,1492.6,8189.435714285714,
